"CASN"	"Compound"	"Assay"	"Endpoint"	"S9"	"BMR"	"EXP_loglik"	"EXP_AIC"	"EXP_BMDL"	"EXP_BMD"	"EXP_BMDU"	"HILL_loglik"	"HILL_AIC"	"HILL_BMDL"	"HILL_BMD"	"HILL_BMDU"	"GEO_BMDL"	"GEO_BMD"	"GEO_BMDU"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"%Cytotoxicity"	"-"	0.35	-0.02	10.04	7.21	20	104	1.8	6.4	13.5	25	93.8	"9.86585019144321"	"22.3606797749979"	"98.7684160043078"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.35	14.81	-19.62	613	650	687	12.44	-14.88	580	630	685	"596.271750127406"	"639.921870231046"	"685.999271136639"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p53 shift"	"-"	0.35	21.38	-32.76	538	570	594	20.56	-31.12	534	560	577	"535.996268643729"	"564.977875673021"	"585.438297346526"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p-H3"	"-"	0.35	1.7	6.6	768	920	1150	0.76	8.48	727	960	1330	"747.218843445479"	"939.787209957658"	"1236.72955814923"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr Polyploidy"	"-"	0.35	-1.92	13.84	319	410	494	-2.16	14.32	311	400	495	"314.974602150713"	"404.969134626332"	"494.499747219349"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.35	10.18	-10.36	NA	NA	NA	10.18	-10.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p53 shift"	"-"	0.35	17.69	-25.38	NA	NA	NA	17.64	-25.28	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p-H3"	"-"	0.35	-1.94	13.88	NA	NA	NA	-2.14	14.28	NA	NA	NA	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"+"	0.35	-22.55	55.1	14.5	26	32.6	-23.06	56.12	13.2	20	29.1	"13.834738884417"	"22.8035085019828"	"30.8003246736134"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"-"	0.35	-19.73	49.46	15.7	28	34.4	-20.15	50.3	14.9	22	31.9	"15.2947703480634"	"24.8193472919817"	"33.1264244976725"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"+"	0.35	-19.05	48.1	13.3	28	37.5	-19.17	48.34	12.7	23	35.6	"12.99653800056"	"25.377155080899"	"36.5376518128902"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"-"	0.35	-10.2	30.4	8.43	15	36.1	-10.2	30.4	8.1	15	33.6	"8.26335283041938"	"15"	"34.8275752816644"
"66-27-3"	"Methyl methanesulfonate"	"CometChip"	"% DNA in tail"	"-"	0.35	10.2	-10.4	62.2	120	216	10.2	-10.4	62.2	120	216	"62.2"	"120"	"216"
"66-27-3"	"Methyl methanesulfonate"	"MicroFlow"	"% Micronucleus"	"-"	0.35	-29.09	68.18	1.55	3.3	5.78	-29.09	68.18	1.55	3.3	5.78	"1.55"	"3.3"	"5.78"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"%Cytotoxicity"	"-"	0.35	7.21	-4.42	0.0185	1.8	8.21	7.21	-4.42	0.0185	1.8	8.19	"0.0185"	"1.8"	"8.19999390243676"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.35	19.08	-28.16	2.31	4	6.24	17.27	-24.54	2.8	4.9	7.46	"2.54322629744189"	"4.42718872423573"	"6.82278535497051"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p53 shift"	"-"	0.35	34.03	-58.06	20.7	24	28.3	30.82	-51.64	20.1	25	29	"20.3977939983715"	"24.4948974278318"	"28.6478620493746"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p-H3"	"-"	0.35	0.66	8.68	6.2	19	35.2	0.06	9.88	6.64	20	37.3	"6.41622942233209"	"19.4935886896179"	"36.2347899124584"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr Polyploidy"	"-"	0.35	1.36	7.28	0.103	4.8	107	1.36	7.28	0.0341	4.8	107	"0.0592646606334669"	"4.8"	"107"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.35	42.11	-74.22	9.95	12	15.3	42.26	-74.52	10.3	13	15.7	"10.1234875413565"	"12.4899959967968"	"15.4987096237074"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p53 shift"	"-"	0.35	46.85	-83.7	180	200	228	47.05	-84.1	184	200	234	"181.989010657237"	"200"	"230.980518659042"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p-H3"	"-"	0.35	-1.83	13.66	5.63	32	75.4	-2.32	14.64	4.01	28	64.4	"4.75145240952701"	"29.9332590941915"	"69.6832835047259"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.35	11.78	-13.56	81.6	530	1910	11.74	-13.48	78.7	510	1950	"80.136882894208"	"519.903837262238"	"1929.89637027484"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.4	11.78	-13.56	145	750	2640	11.74	-13.48	140	750	2700	"142.47806848775"	"750"	"2669.83145535444"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"+"	0.4	-31.73	73.46	12700	26000	30300	-32.24	74.48	11000	17000	26000	"11819.4754536739"	"21023.7960416286"	"28067.7751166707"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"-"	0.4	-24.19	58.38	45.3	240	361	-24.33	58.66	76.7	230	340	"58.9449743404813"	"234.946802489415"	"350.34268937713"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"+"	0.4	-27.83	65.66	4410	7800	9930	-28.55	67.1	3950	6000	9330	"4173.66745201388"	"6841.05255059483"	"9625.32596850621"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"-"	0.4	-29.84	69.68	4000	7500	9510	-30.62	71.24	3480	5400	8620	"3730.95162123553"	"6363.96103067893"	"9054.07090760836"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"CometChip"	"% DNA in tail"	"-"	0.4	16.25	-22.5	106	140	170	16.78	-23.56	114	150	180	"109.92724866929"	"144.913767461894"	"174.928556845359"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MicroFlow"	"% Micronucleus"	"-"	0.4	-22.54	55.08	22.8	37	50	-22.56	55.12	22.7	36	49.7	"22.7499450548787"	"36.4965751817893"	"49.8497743224581"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"%Cytotoxicity"	"-"	0.4	6.11	-2.22	18.7	39	58.7	7.2	-4.4	27	41	56.1	"22.4699799732888"	"39.9874980462644"	"57.3852768573961"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.4	37.55	-65.1	18.7	22	25.9	41.13	-72.26	20.8	24	26.4	"19.7220688569937"	"22.9782505861521"	"26.1488049440123"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p53 shift"	"-"	0.4	36.47	-62.94	56.9	69	81.9	37.6	-65.2	59	70	81.4	"57.9404867083458"	"69.4982014155762"	"81.6496172679334"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p-H3"	"-"	0.4	8.29	-6.58	NA	NA	NA	8.22	-6.44	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr Polyploidy"	"-"	0.4	-10.32	30.64	NA	NA	NA	-10.29	30.58	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.4	37.32	-64.64	8.54	12	15.7	37.93	-65.86	9.13	13	16.5	"8.83007361237719"	"12.4899959967968"	"16.0950302888811"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p53 shift"	"-"	0.4	44.51	-79.02	232	260	290	44.51	-79.02	232	260	290	"232"	"260"	"290"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p-H3"	"-"	0.4	2.28	5.44	226	320	423	0.45	9.1	258	370	405	"241.470495092051"	"344.093010681705"	"413.902162352409"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"TGR FE1"	"Mutation Frequency"	"-"	0.4	12.17	-14.34	7.7	18	28.7	12.34	-14.68	8.46	22	34.9	"8.07105941001552"	"19.8997487421324"	"31.6485386708455"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"+"	0.4	-12.18	34.36	12100	26000	38400	-12.19	34.38	12100	23000	37800	"12100"	"24454.038521275"	"38098.8188793301"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"-"	0.4	-12.33	34.66	467	3000	10800	-12.37	34.74	445	2500	10100	"455.867305254501"	"2738.61278752583"	"10444.1371113175"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"+"	0.4	-11.01	32.02	NA	NA	NA	-11.01	32.02	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"-"	0.4	-13.73	37.46	4450	9200	14500	-13.84	37.68	4450	8300	15700	"4450"	"8738.42090998139"	"15088.0747612146"
"2835-98-5"	"2-Amino-5-methylphenol"	"CometChip"	"% DNA in tail"	"-"	0.4	9.91	-9.82	148	170	188	9.14	-8.28	148	170	185	"148"	"170"	"186.493967730863"
"2835-98-5"	"2-Amino-5-methylphenol"	"MicroFlow"	"% Micronucleus"	"-"	0.4	-10.73	31.46	NA	NA	NA	-10.73	31.46	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"%Cytotoxicity"	"-"	0.4	2.83	4.34	0	0.0013	18.7	2.89	4.22	0	0.0074	19	"0"	"0.00310161248385416"	"18.8494031735755"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.4	14.96	-19.92	34.9	63	102	14.96	-19.92	34.9	63	102	"34.9"	"63"	"102"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p53 shift"	"-"	0.4	10.73	-11.46	120	130	145	8.92	-7.84	112	130	145	"115.931013969516"	"130"	"145"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p-H3"	"-"	0.4	5.74	-1.48	338	370	392	4.25	1.5	314	350	395	"325.779066239683"	"359.861084308932"	"393.497141031545"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr Polyploidy"	"-"	0.4	-2.5	15	54	89	126	-2.59	15.18	54.1	88	122	"54.0499768732605"	"88.4985875593503"	"123.983869918631"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.4	4.37	1.26	110	130	155	3.21	3.58	96.1	130	160	"102.815368501017"	"130"	"157.480157480236"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p53 shift"	"-"	0.4	22.67	-35.34	219	280	328	22.67	-35.34	219	280	328	"219"	"280"	"328"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p-H3"	"-"	0.4	-1.54	13.08	NA	NA	NA	-1.72	13.44	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"+"	0.4	-18.02	46.04	NA	NA	NA	-18.05	46.1	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"-"	0.4	-4.41	18.82	NA	NA	NA	-4.41	18.82	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"+"	0.4	-15.6	41.2	NA	NA	NA	-15.57	41.14	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"-"	0.4	-21.26	52.52	NA	NA	NA	-21.31	52.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"CometChip"	"% DNA in tail"	"-"	0.4	11.09	-12.18	0.000195	0.035	0.146	11.13	-12.26	0.000212	0.061	0.22	"0.000203322404077859"	"0.0462060602085917"	"0.179220534537759"
"33419-42-0"	"Etoposide"	"MicroFlow"	"% Micronucleus"	"-"	0.4	-10.67	31.34	NA	NA	NA	-9.89	29.78	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"%Cytotoxicity"	"-"	0.4	13.17	-16.34	1.59e-06	7.1e-06	0.0137	13.2	-16.4	5.26e-06	0.0043	0.0206	"2.89195435648628e-06"	"0.000174728360605827"	"0.0167994047513595"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.4	18.56	-27.12	0.0554	0.066	0.0762	19.99	-29.98	0.0584	0.067	0.0757	"0.0568802250347166"	"0.0664981202741852"	"0.0759495885439809"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p53 shift"	"-"	0.4	30.68	-51.36	0.0294	0.033	0.0374	34.12	-58.24	0.0317	0.035	0.0377	"0.0305283474822991"	"0.0339852909359329"	"0.0375497003982722"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p-H3"	"-"	0.4	-2.84	15.68	0.0235	0.063	0.108	-3.65	17.3	0.0276	0.073	0.114	"0.0254676265089623"	"0.0678159273327439"	"0.110959452053442"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr Polyploidy"	"-"	0.4	-8.31	26.62	NA	NA	NA	-8.31	26.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.4	31.74	-53.48	0.0593	0.068	0.0778	31.97	-53.94	0.0598	0.069	0.078	"0.0595494752285862"	"0.0684981751581748"	"0.0778999358151212"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p53 shift"	"-"	0.4	32.46	-54.92	0.111	0.13	0.146	32.46	-54.92	0.111	0.13	0.146	"0.111"	"0.13"	"0.146"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p-H3"	"-"	0.4	5.79	-1.58	0.0228	0.043	0.0891	3.17	3.66	0.0444	0.08	0.118	"0.0318169766005508"	"0.0586515131944607"	"0.102536822654108"
"33419-42-0"	"Etoposide"	"TGR FE1"	"Mutation Frequency"	"-"	0.4	0.98	8.04	NA	NA	NA	0.98	8.04	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"+"	0.4	-15.38	40.76	NA	NA	NA	-15.38	40.76	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"-"	0.4	-16.55	43.1	NA	NA	NA	-16.54	43.08	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"+"	0.4	-18.2	46.4	NA	NA	NA	-18.2	46.4	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"-"	0.4	-13.56	37.12	1.54	170	2370	-13.56	37.12	1.55	160	2290	"1.54499190936393"	"164.924225024706"	"2329.65662705902"
"24292-52-2"	"Hesperidin methyl chalcone"	"CometChip"	"% DNA in tail"	"-"	0.4	13.75	-17.5	NA	NA	NA	13.36	-16.72	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MicroFlow"	"% Micronucleus"	"-"	0.4	0.78	8.44	34.9	88	151	1.15	7.7	41	84	141	"37.8272388630204"	"85.9767410408187"	"145.914358443575"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"%Cytotoxicity"	"-"	0.4	-0.02	10.04	7.62	21	109	1.8	6.4	14.1	26	97	"10.3654232909226"	"23.3666428910958"	"102.825094213426"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.4	14.81	-19.62	637	670	713	12.44	-14.88	604	660	713	"620.28058167252"	"664.981202741852"	"713"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p53 shift"	"-"	0.4	21.38	-32.76	562	590	617	20.56	-31.12	557	580	601	"559.494414628064"	"584.978632088387"	"608.947452576985"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p-H3"	"-"	0.4	1.7	6.6	812	970	1240	0.76	8.48	788	1000	1610	"799.90999493693"	"984.88578017961"	"1412.94019689441"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr Polyploidy"	"-"	0.4	-1.92	13.84	333	420	511	-2.16	14.32	325	420	512	"328.97568299192"	"420"	"511.499755620665"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.4	10.18	-10.36	NA	NA	NA	10.18	-10.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p53 shift"	"-"	0.4	17.54	-25.08	NA	NA	NA	17.59	-25.18	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p-H3"	"-"	0.4	-1.94	13.88	NA	NA	NA	-2.14	14.28	NA	NA	NA	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"+"	0.4	-22.55	55.1	15.1	28	34	-23.06	56.12	14	21	30.7	"14.5396010949407"	"24.2487113059643"	"32.3078937722656"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"-"	0.4	-19.73	49.46	16.4	29	35.9	-20.15	50.3	15.7	24	33.6	"16.0461833468274"	"26.3818119165458"	"34.730966010176"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"+"	0.4	-19.05	48.1	14.1	29	39.1	-19.17	48.34	13.7	24	37.6	"13.8985610766007"	"26.3818119165458"	"38.3426655307114"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"-"	0.4	-10.2	30.4	9.94	15	37.7	-10.2	30.4	9.51	15	35.4	"9.72262310284627"	"15"	"36.5319038649781"
"66-27-3"	"Methyl methanesulfonate"	"CometChip"	"% DNA in tail"	"-"	0.4	10.2	-10.4	73.4	140	240	10.2	-10.4	73.4	140	240	"73.4"	"140"	"240"
"66-27-3"	"Methyl methanesulfonate"	"MicroFlow"	"% Micronucleus"	"-"	0.4	-29.09	68.18	1.76	3.7	7.29	-29.09	68.18	1.76	3.7	6.23	"1.76"	"3.7"	"6.73919134614829"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"%Cytotoxicity"	"-"	0.4	7.21	-4.42	0.0272	2.3	9.86	7.21	-4.42	0.0272	2.3	9.86	"0.0272"	"2.3"	"9.86"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.4	19.08	-28.16	2.69	4.5	6.94	17.27	-24.54	3.18	5.4	8.09	"2.92475640011267"	"4.9295030175465"	"7.49297003864289"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p53 shift"	"-"	0.4	34.03	-58.06	23.4	27	31.2	30.82	-51.64	22.7	27	31.8	"23.0473425800026"	"27"	"31.4985713961761"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p-H3"	"-"	0.4	0.66	8.68	8.44	23	40.1	0.06	9.88	8.71	24	41.1	"8.57393725192808"	"23.4946802489415"	"40.5969210655192"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr Polyploidy"	"-"	0.4	1.36	7.28	0.175	7.2	128	1.36	7.28	0.0615	7.2	128	"0.103742469606232"	"7.2"	"128"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.4	42.11	-74.22	12.4	15	18.6	42.26	-74.52	12.8	16	18.9	"12.5984125984189"	"15.4919333848297"	"18.7493999903997"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p53 shift"	"-"	0.4	46.85	-83.7	219	250	337	47.05	-84.1	221	250	405	"219.997727260988"	"250"	"369.438763531928"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p-H3"	"-"	0.4	-1.83	13.66	8.22	38	80	-2.32	14.64	6.1	33	69.7	"7.08110160921307"	"35.4118624192515"	"74.6726188103779"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.4	11.78	-13.56	145	750	2640	11.74	-13.48	140	750	2700	"142.47806848775"	"750"	"2669.83145535444"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.45	11.78	-13.56	239	1100	3570	11.74	-13.48	233	1100	3640	"235.980931433029"	"1100"	"3604.83009308345"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"+"	0.45	-31.73	73.46	14000	27000	31500	-32.24	74.48	11800	18000	27300	"12853.0152104477"	"22045.4076850486"	"29324.9040919148"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"-"	0.45	-24.19	58.38	49.1	250	372	-24.33	58.66	81.4	240	351	"63.2197753871366"	"244.948974278318"	"361.347478197925"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"+"	0.45	-27.83	65.66	4590	8200	10300	-28.55	67.1	4160	6300	9820	"4369.71394944795"	"7187.48913042656"	"10057.1367694787"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"-"	0.45	-29.84	69.68	4220	7800	9890	-30.62	71.24	3690	5700	9070	"3946.11201057446"	"6667.83323126786"	"9471.12981644746"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"CometChip"	"% DNA in tail"	"-"	0.45	16.25	-22.5	115	150	182	16.78	-23.56	124	160	190	"119.415241908225"	"154.919333848297"	"185.956984273245"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MicroFlow"	"% Micronucleus"	"-"	0.45	-22.54	55.08	24.9	39	52	-22.56	55.12	24.8	38	51.6	"24.8499496981382"	"38.4967531098403"	"51.799613898175"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"%Cytotoxicity"	"-"	0.45	6.11	-2.22	21.6	43	63.6	7.2	-4.4	30	44	60	"25.4558441227157"	"43.4971263418631"	"61.773780845922"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.45	37.55	-65.1	21.2	25	28.8	41.13	-72.26	23.2	26	29	"22.1774660410066"	"25.4950975679639"	"28.8998269891015"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p53 shift"	"-"	0.45	36.47	-62.94	66.1	79	93	37.6	-65.2	68	80	92	"67.0432696100063"	"79.4984276574072"	"92.4986486387774"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p-H3"	"-"	0.45	7.69	-5.38	NA	NA	NA	7.71	-5.42	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr Polyploidy"	"-"	0.45	-10.32	30.64	NA	NA	NA	-10.3	30.6	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.45	37.32	-64.64	10.4	14	18.5	37.93	-65.86	11	15	19.2	"10.6957935656967"	"14.4913767461894"	"18.8467503830236"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p53 shift"	"-"	0.45	44.51	-79.02	266	300	326	44.51	-79.02	266	300	326	"266"	"300"	"326"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p-H3"	"-"	0.45	2.28	5.44	254	350	445	0.45	9.1	281	390	426	"267.159128610647"	"369.459064038223"	"435.39637113784"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"TGR FE1"	"Mutation Frequency"	"-"	0.45	12.17	-14.34	8.78	20	30.8	12.34	-14.68	9.66	23	37	"9.209495100167"	"21.4476105895272"	"33.7579620237952"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"+"	0.45	-12.18	34.36	13200	27000	40000	-12.19	34.38	13300	25000	39800	"13249.9056600415"	"25980.7621135332"	"39899.87468652"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"-"	0.45	-12.33	34.66	696	3600	11300	-12.37	34.74	625	3100	10700	"659.545297913646"	"3340.65861769801"	"10995.9083299198"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"+"	0.45	-11.01	32.02	NA	NA	NA	-11.01	32.02	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"-"	0.45	-13.73	37.46	4630	9600	15600	-13.84	37.68	4680	8800	17100	"4654.93286739992"	"9191.30023446085"	"16332.7891065794"
"2835-98-5"	"2-Amino-5-methylphenol"	"CometChip"	"% DNA in tail"	"-"	0.45	9.91	-9.82	154	180	194	9.14	-8.28	153	180	191	"153.499185665592"	"180"	"192.494155755441"
"2835-98-5"	"2-Amino-5-methylphenol"	"MicroFlow"	"% Micronucleus"	"-"	0.45	-10.73	31.46	NA	NA	NA	-10.73	31.46	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"%Cytotoxicity"	"-"	0.45	2.83	4.34	0	0.0015	20.8	2.89	4.22	0	0.0084	21	"0"	"0.00354964786985977"	"20.899760764181"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.45	14.96	-19.92	42.1	73	116	14.96	-19.92	42.1	73	116	"42.1"	"73"	"116"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p53 shift"	"-"	0.45	10.73	-11.46	124	140	149	8.92	-7.84	116	130	150	"119.93331480452"	"134.90737563232"	"149.499163877261"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p-H3"	"-"	0.45	5.74	-1.48	355	380	408	4.25	1.5	332	370	416	"343.307442389471"	"374.966665185054"	"411.980582066679"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr Polyploidy"	"-"	0.45	-2.5	15	57.2	92	129	-2.59	15.18	57.3	91	126	"57.2499781659347"	"91.498633869583"	"127.491176165255"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.45	4.37	1.26	115	140	161	3.21	3.58	102	130	166	"108.305124532498"	"134.90737563232"	"163.480885732859"
